Vulnerability,Published Date,Severity
"+----------------------------------------------------------------+----------------+----------+
|                         Vulnerability                          | Published Date | Severity |
+----------------------------------------------------------------+----------------+----------+
| VMware Fusion: Vulnerability (VMSA-2024-0006) (CVE-2024-22255) | March 05, 2024 |    5     |
+----------------------------------------------------------------+----------------+----------+"
"+----------------------------------------------------------------+----------------+----------+
|                         Vulnerability                          | Published Date | Severity |
+----------------------------------------------------------------+----------------+----------+
| VMware Fusion: Vulnerability (VMSA-2024-0006) (CVE-2024-22252) | March 05, 2024 |    7     |
+----------------------------------------------------------------+----------------+----------+"
"+--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+----------------+----------+
|                                                                                    Vulnerability                                                                                     | Published Date | Severity |
+--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+----------------+----------+
| Red Hat OpenShift: CVE-2024-24786: golang-protobuf: encoding/protojson, internal/encoding/json: infinite loop in protojson.Unmarshal when unmarshaling certain forms of invalid JSON | March 05, 2024 |    4     |
+--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+----------------+----------+"
"+----------------------------------------------------+----------------+----------+
|                   Vulnerability                    | Published Date | Severity |
+----------------------------------------------------+----------------+----------+
| SUSE: CVE-2023-45289: SUSE Linux Security Advisory | March 05, 2024 |    4     |
+----------------------------------------------------+----------------+----------+"
"+-----------------------------------------+----------------+----------+
|              Vulnerability              | Published Date | Severity |
+-----------------------------------------+----------------+----------+
| OS X update for Kernel (CVE-2024-23225) | March 05, 2024 |    4     |
+-----------------------------------------+----------------+----------+"
"+-------------------------------------------------------------------------+----------------+----------+
|                              Vulnerability                              | Published Date | Severity |
+-------------------------------------------------------------------------+----------------+----------+
| VMSA-2024-0006: ESXi Out-of-bounds write vulnerability (CVE-2024-22254) | March 05, 2024 |    6     |
+-------------------------------------------------------------------------+----------------+----------+"
"+----------------------------------------------------+----------------+----------+
|                   Vulnerability                    | Published Date | Severity |
+----------------------------------------------------+----------------+----------+
| SUSE: CVE-2024-24785: SUSE Linux Security Advisory | March 05, 2024 |    4     |
+----------------------------------------------------+----------------+----------+"
"+---------------------------------------------------------------------+----------------+----------+
|                            Vulnerability                            | Published Date | Severity |
+---------------------------------------------------------------------+----------------+----------+
| VMware Workstation: Vulnerability (VMSA-2024-0006) (CVE-2024-22253) | March 05, 2024 |    7     |
+---------------------------------------------------------------------+----------------+----------+"
"+---------------------------------------------------------------------+----------------+----------+
|                            Vulnerability                            | Published Date | Severity |
+---------------------------------------------------------------------+----------------+----------+
| VMware Workstation: Vulnerability (VMSA-2024-0006) (CVE-2024-22252) | March 05, 2024 |    7     |
+---------------------------------------------------------------------+----------------+----------+"
"+--------------------------------------------------------------------------------------+----------------+----------+
|                                    Vulnerability                                     | Published Date | Severity |
+--------------------------------------------------------------------------------------+----------------+----------+
| VMSA-2024-0006: Use-after-free vulnerability in UHCI USB controller (CVE-2024-22253) | March 05, 2024 |    7     |
+--------------------------------------------------------------------------------------+----------------+----------+"
"+---------------------------------------------------+----------------+----------+
|                   Vulnerability                   | Published Date | Severity |
+---------------------------------------------------+----------------+----------+
| SUSE: CVE-2024-0074: SUSE Linux Security Advisory | March 05, 2024 |    4     |
+---------------------------------------------------+----------------+----------+"
"+----------------------------------------------------------------------------------------------+----------------+----------+
|                                        Vulnerability                                         | Published Date | Severity |
+----------------------------------------------------------------------------------------------+----------------+----------+
| VMSA-2024-0006: Information disclosure vulnerability in UHCI USB controller (CVE-2024-22255) | March 05, 2024 |    7     |
+----------------------------------------------------------------------------------------------+----------------+----------+"
"+----------------------------------------------------+----------------+----------+
|                   Vulnerability                    | Published Date | Severity |
+----------------------------------------------------+----------------+----------+
| SUSE: CVE-2024-24783: SUSE Linux Security Advisory | March 05, 2024 |    4     |
+----------------------------------------------------+----------------+----------+"
"+----------------------------------------------------------------+----------------+----------+
|                         Vulnerability                          | Published Date | Severity |
+----------------------------------------------------------------+----------------+----------+
| VMware Fusion: Vulnerability (VMSA-2024-0006) (CVE-2024-22253) | March 05, 2024 |    7     |
+----------------------------------------------------------------+----------------+----------+"
"+----------------------------------------------------+----------------+----------+
|                   Vulnerability                    | Published Date | Severity |
+----------------------------------------------------+----------------+----------+
| SUSE: CVE-2023-45290: SUSE Linux Security Advisory | March 05, 2024 |    4     |
+----------------------------------------------------+----------------+----------+"
"+--------------------------------------------------------------------------------------+----------------+----------+
|                                    Vulnerability                                     | Published Date | Severity |
+--------------------------------------------------------------------------------------+----------------+----------+
| VMSA-2024-0006: Use-after-free vulnerability in XHCI USB controller (CVE-2024-22252) | March 05, 2024 |    7     |
+--------------------------------------------------------------------------------------+----------------+----------+"
"+-------------------------------------------------------------------------------------------------------------------+----------------+----------+
|                                                   Vulnerability                                                   | Published Date | Severity |
+-------------------------------------------------------------------------------------------------------------------+----------------+----------+
| Red Hat: CVE-2024-1936: Mozilla: Leaking of encrypted email subjects to other conversations (Multiple Advisories) | March 04, 2024 |    8     |
+-------------------------------------------------------------------------------------------------------------------+----------------+----------+"
"+-------------------------------------------------------+----------------+----------+
|                     Vulnerability                     | Published Date | Severity |
+-------------------------------------------------------+----------------+----------+
| Debian: CVE-2024-1936: thunderbird -- security update | March 04, 2024 |    4     |
+-------------------------------------------------------+----------------+----------+"
"+------------------------------------------------------------------------------------+----------------+----------+
|                                   Vulnerability                                    | Published Date | Severity |
+------------------------------------------------------------------------------------+----------------+----------+
| Amazon Linux AMI 2: CVE-2024-1936: Security patch for thunderbird (ALAS-2024-2497) | March 04, 2024 |    4     |
+------------------------------------------------------------------------------------+----------------+----------+"
"+-----------------------------------------------------------+----------------+----------+
|                       Vulnerability                       | Published Date | Severity |
+-----------------------------------------------------------+----------------+----------+
| JetBrains TeamCity: CVE-2024-27199: Authentication Bypass | March 04, 2024 |    10    |
+-----------------------------------------------------------+----------------+----------+"
"+-------------------------------------------------------------------------------------------------------------------+----------------+----------+
|                                                   Vulnerability                                                   | Published Date | Severity |
+-------------------------------------------------------------------------------------------------------------------+----------------+----------+
| Red Hat: CVE-2024-1936: Mozilla: Leaking of encrypted email subjects to other conversations (Multiple Advisories) | March 04, 2024 |    8     |
+-------------------------------------------------------------------------------------------------------------------+----------------+----------+"
"+-----------------------------------------------------------+----------------+----------+
|                       Vulnerability                       | Published Date | Severity |
+-----------------------------------------------------------+----------------+----------+
| JetBrains TeamCity: CVE-2024-27199: Authentication Bypass | March 04, 2024 |    10    |
+-----------------------------------------------------------+----------------+----------+"
"+---------------------------------------------------+----------------+----------+
|                   Vulnerability                   | Published Date | Severity |
+---------------------------------------------------+----------------+----------+
| SUSE: CVE-2024-1936: SUSE Linux Security Advisory | March 04, 2024 |    4     |
+---------------------------------------------------+----------------+----------+"
"+----------------------------------------------------+----------------+----------+
|                   Vulnerability                    | Published Date | Severity |
+----------------------------------------------------+----------------+----------+
| SUSE: CVE-2024-26622: SUSE Linux Security Advisory | March 04, 2024 |    4     |
+----------------------------------------------------+----------------+----------+"
"+-------------------------------------------------------------------------------------+----------------+----------+
|                                    Vulnerability                                    | Published Date | Severity |
+-------------------------------------------------------------------------------------+----------------+----------+
| CentOS Linux: CVE-2024-1936: Moderate: thunderbird security update (CESA-2024:1498) | March 04, 2024 |    4     |
+-------------------------------------------------------------------------------------+----------------+----------+"
"+----------------------------------------------------------------------------+----------------+----------+
|                               Vulnerability                                | Published Date | Severity |
+----------------------------------------------------------------------------+----------------+----------+
| Ubuntu: (Multiple Advisories) (CVE-2024-1936): Thunderbird vulnerabilities | March 04, 2024 |    4     |
+----------------------------------------------------------------------------+----------------+----------+"
"+-----------------------------------------------------------+----------------+----------+
|                       Vulnerability                       | Published Date | Severity |
+-----------------------------------------------------------+----------------+----------+
| JetBrains TeamCity: CVE-2024-27198: Authentication Bypass | March 04, 2024 |    10    |
+-----------------------------------------------------------+----------------+----------+"
"+----------------------------------------------------------------------+----------------+----------+
|                            Vulnerability                             | Published Date | Severity |
+----------------------------------------------------------------------+----------------+----------+
| Ubuntu: (Multiple Advisories) (CVE-2024-27351): Django vulnerability | March 04, 2024 |    4     |
+----------------------------------------------------------------------+----------------+----------+"
"+-------------------------------------------------------+----------------+----------+
|                     Vulnerability                     | Published Date | Severity |
+-------------------------------------------------------+----------------+----------+
| Debian: CVE-2024-1936: thunderbird -- security update | March 04, 2024 |    4     |
+-------------------------------------------------------+----------------+----------+"
"+----------------------------------------------------+----------------+----------+
|                   Vulnerability                    | Published Date | Severity |
+----------------------------------------------------+----------------+----------+
| SUSE: CVE-2023-52574: SUSE Linux Security Advisory | March 02, 2024 |    4     |
+----------------------------------------------------+----------------+----------+"
"+----------------------------------------------------+----------------+----------+
|                   Vulnerability                    | Published Date | Severity |
+----------------------------------------------------+----------------+----------+
| SUSE: CVE-2023-52531: SUSE Linux Security Advisory | March 02, 2024 |    4     |
+----------------------------------------------------+----------------+----------+"
"+----------------------------------------------------+----------------+----------+
|                   Vulnerability                    | Published Date | Severity |
+----------------------------------------------------+----------------+----------+
| SUSE: CVE-2023-52530: SUSE Linux Security Advisory | March 02, 2024 |    4     |
+----------------------------------------------------+----------------+----------+"
"+----------------------------------------------------+----------------+----------+
|                   Vulnerability                    | Published Date | Severity |
+----------------------------------------------------+----------------+----------+
| SUSE: CVE-2023-52502: SUSE Linux Security Advisory | March 02, 2024 |    4     |
+----------------------------------------------------+----------------+----------+"
"+----------------------------------------------------+----------------+----------+
|                   Vulnerability                    | Published Date | Severity |
+----------------------------------------------------+----------------+----------+
| SUSE: CVE-2023-52569: SUSE Linux Security Advisory | March 02, 2024 |    4     |
+----------------------------------------------------+----------------+----------+"
"+----------------------------------------------------+----------------+----------+
|                   Vulnerability                    | Published Date | Severity |
+----------------------------------------------------+----------------+----------+
| SUSE: CVE-2023-52532: SUSE Linux Security Advisory | March 02, 2024 |    4     |
+----------------------------------------------------+----------------+----------+"
"+----------------------------------------------------+----------------+----------+
|                   Vulnerability                    | Published Date | Severity |
+----------------------------------------------------+----------------+----------+
| SUSE: CVE-2023-52559: SUSE Linux Security Advisory | March 02, 2024 |    4     |
+----------------------------------------------------+----------------+----------+"
"+-------------------------------------------------------------------------------------+----------------+----------+
|                                    Vulnerability                                    | Published Date | Severity |
+-------------------------------------------------------------------------------------+----------------+----------+
| Debian: CVE-2024-27354: php-phpseclib, php-phpseclib3, phpseclib -- security update | March 01, 2024 |    4     |
+-------------------------------------------------------------------------------------+----------------+----------+"
"+-------------------------------------------------------------------------------------+----------------+----------+
|                                    Vulnerability                                    | Published Date | Severity |
+-------------------------------------------------------------------------------------+----------------+----------+
| Debian: CVE-2024-27355: php-phpseclib, php-phpseclib3, phpseclib -- security update | March 01, 2024 |    4     |
+-------------------------------------------------------------------------------------+----------------+----------+"
"+----------------------------------------------------+-------------------+----------+
|                   Vulnerability                    |   Published Date  | Severity |
+----------------------------------------------------+-------------------+----------+
| SUSE: CVE-2023-52478: SUSE Linux Security Advisory | February 29, 2024 |    4     |
+----------------------------------------------------+-------------------+----------+"
"+-------------------------------------------------------------------------------------------------------------------+-------------------+----------+
|                                                   Vulnerability                                                   |   Published Date  | Severity |
+-------------------------------------------------------------------------------------------------------------------+-------------------+----------+
| Cisco NX-OS: CVE-2024-20291: Cisco Nexus 3000 and 9000 Series Switches Port Channel ACL Programming Vulnerability | February 29, 2024 |    4     |
+-------------------------------------------------------------------------------------------------------------------+-------------------+----------+"
"+----------------------------------------------------------------------------------------------------------+-------------------+----------+
|                                              Vulnerability                                               |   Published Date  | Severity |
+----------------------------------------------------------------------------------------------------------+-------------------+----------+
| Cisco NX-OS: CVE-2024-20267: Cisco NX-OS Software MPLS Encapsulated IPv6 Denial of Service Vulnerability | February 29, 2024 |    4     |
+----------------------------------------------------------------------------------------------------------+-------------------+----------+"
"+----------------------------------------------------+-------------------+----------+
|                   Vulnerability                    |   Published Date  | Severity |
+----------------------------------------------------+-------------------+----------+
| SUSE: CVE-2024-26461: SUSE Linux Security Advisory | February 29, 2024 |    4     |
+----------------------------------------------------+-------------------+----------+"
"+------------------------------------------------------------------------------+-------------------+----------+
|                                Vulnerability                                 |   Published Date  | Severity |
+------------------------------------------------------------------------------+-------------------+----------+
| Ubuntu: (Multiple Advisories) (CVE-2023-52480): Linux kernel vulnerabilities | February 29, 2024 |    4     |
+------------------------------------------------------------------------------+-------------------+----------+"
"+----------------------------------------------------+-------------------+----------+
|                   Vulnerability                    |   Published Date  | Severity |
+----------------------------------------------------+-------------------+----------+
| SUSE: CVE-2023-52482: SUSE Linux Security Advisory | February 29, 2024 |    4     |
+----------------------------------------------------+-------------------+----------+"
"+--------------------------------------------------------------------------+-------------------+----------+
|                              Vulnerability                               |   Published Date  | Severity |
+--------------------------------------------------------------------------+-------------------+----------+
| Ubuntu: (Multiple Advisories) (CVE-2024-25262): TeX Live vulnerabilities | February 29, 2024 |    4     |
+--------------------------------------------------------------------------+-------------------+----------+"
"+-----------------------------------------------------------------+-------------------+----------+
|                          Vulnerability                          |   Published Date  | Severity |
+-----------------------------------------------------------------+-------------------+----------+
| Google Chrome Vulnerability: CVE-2024-1938 Type Confusion in V8 | February 29, 2024 |    4     |
+-----------------------------------------------------------------+-------------------+----------+"
"+----------------------------------------------------------------------+-------------------+----------+
|                            Vulnerability                             |   Published Date  | Severity |
+----------------------------------------------------------------------+-------------------+----------+
| Ubuntu: (Multiple Advisories) (CVE-2024-26141): Rack vulnerabilities | February 29, 2024 |    4     |
+----------------------------------------------------------------------+-------------------+----------+"
"+----------------------------------------------------------------------------------+-------------------+----------+
|                                  Vulnerability                                   |   Published Date  | Severity |
+----------------------------------------------------------------------------------+-------------------+----------+
| Amazon Linux AMI 2: CVE-2024-23807: Security patch for xerces-c (ALAS-2024-2476) | February 29, 2024 |    4     |
+----------------------------------------------------------------------------------+-------------------+----------+"
"+---------------------------------------------------------------------------------------------------------------------------------------------------------+-------------------+----------+
|                                                                      Vulnerability                                                                      |   Published Date  | Severity |
+---------------------------------------------------------------------------------------------------------------------------------------------------------+-------------------+----------+
| IBM WebSphere Application Server: CVE-2023-50312: IBM WebSphere Application Server Liberty could provide weaker than expected security (CVE-2023-50312) | February 29, 2024 |    4     |
+---------------------------------------------------------------------------------------------------------------------------------------------------------+-------------------+----------+"
"+----------------------------------------------------+-------------------+----------+
|                   Vulnerability                    |   Published Date  | Severity |
+----------------------------------------------------+-------------------+----------+
| SUSE: CVE-2024-26146: SUSE Linux Security Advisory | February 29, 2024 |    4     |
+----------------------------------------------------+-------------------+----------+"
"+-----------------------------------------------------------------------------+-------------------+----------+
|                                Vulnerability                                |   Published Date  | Severity |
+-----------------------------------------------------------------------------+-------------------+----------+
| Amazon Linux AMI 2: CVE-2024-25126: Security patch for pcs (ALAS-2024-2492) | February 29, 2024 |    4     |
+-----------------------------------------------------------------------------+-------------------+----------+"
"+----------------------------------------------------+-------------------+----------+
|                   Vulnerability                    |   Published Date  | Severity |
+----------------------------------------------------+-------------------+----------+
| Debian: CVE-2024-1939: chromium -- security update | February 29, 2024 |    4     |
+----------------------------------------------------+-------------------+----------+"
"+----------------------------------------------------+-------------------+----------+
|                   Vulnerability                    |   Published Date  | Severity |
+----------------------------------------------------+-------------------+----------+
| SUSE: CVE-2023-52478: SUSE Linux Security Advisory | February 29, 2024 |    4     |
+----------------------------------------------------+-------------------+----------+"
"+-------------------------------------------------------------+-------------------+----------+
|                        Vulnerability                        |   Published Date  | Severity |
+-------------------------------------------------------------+-------------------+----------+
| Microsoft Edge Chromium: CVE-2024-1938 Type Confusion in V8 | February 29, 2024 |    4     |
+-------------------------------------------------------------+-------------------+----------+"
"+-----------------------------------------------------------------------------+-------------------+----------+
|                                Vulnerability                                |   Published Date  | Severity |
+-----------------------------------------------------------------------------+-------------------+----------+
| Amazon Linux AMI 2: CVE-2024-26141: Security patch for pcs (ALAS-2024-2492) | February 29, 2024 |    4     |
+-----------------------------------------------------------------------------+-------------------+----------+"
"+----------------------------------------------------+-------------------+----------+
|                   Vulnerability                    |   Published Date  | Severity |
+----------------------------------------------------+-------------------+----------+
| SUSE: CVE-2024-26462: SUSE Linux Security Advisory | February 29, 2024 |    4     |
+----------------------------------------------------+-------------------+----------+"
"+--------------------------------------------------------------------------------------------------------------------------+-------------------+----------+
|                                                      Vulnerability                                                       |   Published Date  | Severity |
+--------------------------------------------------------------------------------------------------------------------------+-------------------+----------+
| Cisco NX-OS: CVE-2024-20294: Cisco FXOS and NX-OS Software Link Layer Discovery Protocol Denial of Service Vulnerability | February 29, 2024 |    4     |
+--------------------------------------------------------------------------------------------------------------------------+-------------------+----------+"
"+----------------------------------------------------+-------------------+----------+
|                   Vulnerability                    |   Published Date  | Severity |
+----------------------------------------------------+-------------------+----------+
| SUSE: CVE-2023-52484: SUSE Linux Security Advisory | February 29, 2024 |    4     |
+----------------------------------------------------+-------------------+----------+"
"+----------------------------------------------------+-------------------+----------+
|                   Vulnerability                    |   Published Date  | Severity |
+----------------------------------------------------+-------------------+----------+
| SUSE: CVE-2023-52475: SUSE Linux Security Advisory | February 29, 2024 |    4     |
+----------------------------------------------------+-------------------+----------+"
"+-----------------------------------------------------------------+-------------------+----------+
|                          Vulnerability                          |   Published Date  | Severity |
+-----------------------------------------------------------------+-------------------+----------+
| Google Chrome Vulnerability: CVE-2024-1939 Type Confusion in V8 | February 29, 2024 |    4     |
+-----------------------------------------------------------------+-------------------+----------+"
"+----------------------------------------------------------------------+-------------------+----------+
|                            Vulnerability                             |   Published Date  | Severity |
+----------------------------------------------------------------------+-------------------+----------+
| Ubuntu: (Multiple Advisories) (CVE-2024-26146): Rack vulnerabilities | February 29, 2024 |    4     |
+----------------------------------------------------------------------+-------------------+----------+"
"+---------------------------------------------------------------------------------------------------------------------------------------------------------+-------------------+----------+
|                                                                      Vulnerability                                                                      |   Published Date  | Severity |
+---------------------------------------------------------------------------------------------------------------------------------------------------------+-------------------+----------+
| IBM WebSphere Application Server: CVE-2023-50312: IBM WebSphere Application Server Liberty could provide weaker than expected security (CVE-2023-50312) | February 29, 2024 |    4     |
+---------------------------------------------------------------------------------------------------------------------------------------------------------+-------------------+----------+"
"+----------------------------------------------------+-------------------+----------+
|                   Vulnerability                    |   Published Date  | Severity |
+----------------------------------------------------+-------------------+----------+
| SUSE: CVE-2024-25126: SUSE Linux Security Advisory | February 29, 2024 |    4     |
+----------------------------------------------------+-------------------+----------+"
"+-----------------------------------------------------------------+-------------------+----------+
|                          Vulnerability                          |   Published Date  | Severity |
+-----------------------------------------------------------------+-------------------+----------+
| Google Chrome Vulnerability: CVE-2024-1938 Type Confusion in V8 | February 29, 2024 |    4     |
+-----------------------------------------------------------------+-------------------+----------+"
"+----------------------------------------------------+-------------------+----------+
|                   Vulnerability                    |   Published Date  | Severity |
+----------------------------------------------------+-------------------+----------+
| SUSE: CVE-2023-52484: SUSE Linux Security Advisory | February 29, 2024 |    4     |
+----------------------------------------------------+-------------------+----------+"
"+----------------------------------------------------------------------------------+-------------------+----------+
|                                  Vulnerability                                   |   Published Date  | Severity |
+----------------------------------------------------------------------------------+-------------------+----------+
| Amazon Linux AMI 2: CVE-2024-23807: Security patch for xerces-c (ALAS-2024-2476) | February 29, 2024 |    4     |
+----------------------------------------------------------------------------------+-------------------+----------+"
"+----------------------------------------------------+-------------------+----------+
|                   Vulnerability                    |   Published Date  | Severity |
+----------------------------------------------------+-------------------+----------+
| SUSE: CVE-2023-52482: SUSE Linux Security Advisory | February 29, 2024 |    4     |
+----------------------------------------------------+-------------------+----------+"
"+-------------------------------------------------------------------------------------------------------------------+-------------------+----------+
|                                                   Vulnerability                                                   |   Published Date  | Severity |
+-------------------------------------------------------------------------------------------------------------------+-------------------+----------+
| Cisco NX-OS: CVE-2024-20291: Cisco Nexus 3000 and 9000 Series Switches Port Channel ACL Programming Vulnerability | February 29, 2024 |    4     |
+-------------------------------------------------------------------------------------------------------------------+-------------------+----------+"
"+----------------------------------------------------+-------------------+----------+
|                   Vulnerability                    |   Published Date  | Severity |
+----------------------------------------------------+-------------------+----------+
| Debian: CVE-2024-1938: chromium -- security update | February 29, 2024 |    4     |
+----------------------------------------------------+-------------------+----------+"
"+----------------------------------------------------------------------+-------------------+----------+
|                            Vulnerability                             |   Published Date  | Severity |
+----------------------------------------------------------------------+-------------------+----------+
| Ubuntu: (Multiple Advisories) (CVE-2024-26141): Rack vulnerabilities | February 29, 2024 |    4     |
+----------------------------------------------------------------------+-------------------+----------+"
"+----------------------------------------------------+-------------------+----------+
|                   Vulnerability                    |   Published Date  | Severity |
+----------------------------------------------------+-------------------+----------+
| SUSE: CVE-2024-22025: SUSE Linux Security Advisory | February 28, 2024 |    4     |
+----------------------------------------------------+-------------------+----------+"
"+-----------------------------------------------------------------+-------------------+----------+
|                          Vulnerability                          |   Published Date  | Severity |
+-----------------------------------------------------------------+-------------------+----------+
| Huawei EulerOS: CVE-2024-21885: xorg-x11-server security update | February 28, 2024 |    4     |
+-----------------------------------------------------------------+-------------------+----------+"
"+-----------------------------------------------------------------+-------------------+----------+
|                          Vulnerability                          |   Published Date  | Severity |
+-----------------------------------------------------------------+-------------------+----------+
| Huawei EulerOS: CVE-2024-21885: xorg-x11-server security update | February 28, 2024 |    4     |
+-----------------------------------------------------------------+-------------------+----------+"
"+-----------------------------------------------------------------+-------------------+----------+
|                          Vulnerability                          |   Published Date  | Severity |
+-----------------------------------------------------------------+-------------------+----------+
| Huawei EulerOS: CVE-2024-21886: xorg-x11-server security update | February 28, 2024 |    4     |
+-----------------------------------------------------------------+-------------------+----------+"
"+-----------------------------------------------------------------+-------------------+----------+
|                          Vulnerability                          |   Published Date  | Severity |
+-----------------------------------------------------------------+-------------------+----------+
| Huawei EulerOS: CVE-2024-21885: xorg-x11-server security update | February 28, 2024 |    4     |
+-----------------------------------------------------------------+-------------------+----------+"
"+-----------------------------------------------------------------+-------------------+----------+
|                          Vulnerability                          |   Published Date  | Severity |
+-----------------------------------------------------------------+-------------------+----------+
| Huawei EulerOS: CVE-2024-21886: xorg-x11-server security update | February 28, 2024 |    4     |
+-----------------------------------------------------------------+-------------------+----------+"
"+-------------------------------------------------+-------------------+----------+
|                  Vulnerability                  |   Published Date  | Severity |
+-------------------------------------------------+-------------------+----------+
| Debian: CVE-2024-27285: yard -- security update | February 28, 2024 |    4     |
+-------------------------------------------------+-------------------+----------+"
"+----------------------------------------------------+-------------------+----------+
|                   Vulnerability                    |   Published Date  | Severity |
+----------------------------------------------------+-------------------+----------+
| SUSE: CVE-2023-46809: SUSE Linux Security Advisory | February 28, 2024 |    4     |
+----------------------------------------------------+-------------------+----------+"
"+-------------------------------------------------------------------+-------------------+----------+
|                           Vulnerability                           |   Published Date  | Severity |
+-------------------------------------------------------------------+-------------------+----------+
| Ubuntu: (Multiple Advisories) (CVE-2024-27913): FRR vulnerability | February 28, 2024 |    4     |
+-------------------------------------------------------------------+-------------------+----------+"
"+----------------------------------------------------+-------------------+----------+
|                   Vulnerability                    |   Published Date  | Severity |
+----------------------------------------------------+-------------------+----------+
| SUSE: CVE-2024-22017: SUSE Linux Security Advisory | February 28, 2024 |    4     |
+----------------------------------------------------+-------------------+----------+"
"+-----------------------------------------------------------------+-------------------+----------+
|                          Vulnerability                          |   Published Date  | Severity |
+-----------------------------------------------------------------+-------------------+----------+
| Huawei EulerOS: CVE-2024-21886: xorg-x11-server security update | February 28, 2024 |    4     |
+-----------------------------------------------------------------+-------------------+----------+"
"+-----------------------------------------------------------------+-------------------+----------+
|                          Vulnerability                          |   Published Date  | Severity |
+-----------------------------------------------------------------+-------------------+----------+
| Huawei EulerOS: CVE-2024-21886: xorg-x11-server security update | February 28, 2024 |    4     |
+-----------------------------------------------------------------+-------------------+----------+"
"+----------------------------------------------------+-------------------+----------+
|                   Vulnerability                    |   Published Date  | Severity |
+----------------------------------------------------+-------------------+----------+
| SUSE: CVE-2024-27099: SUSE Linux Security Advisory | February 27, 2024 |    4     |
+----------------------------------------------------+-------------------+----------+"
"+------------------------------------------------------------------------------------------+-------------------+----------+
|                                      Vulnerability                                       |   Published Date  | Severity |
+------------------------------------------------------------------------------------------+-------------------+----------+
| Amazon Linux AMI 2: CVE-2021-46913: Security patch for kernel (ALASKERNEL-5.10-2022-006) | February 27, 2024 |    4     |
+------------------------------------------------------------------------------------------+-------------------+----------+"
"+-------------------------------------------------------------------------------------+-------------------+----------+
|                                    Vulnerability                                    |   Published Date  | Severity |
+-------------------------------------------------------------------------------------+-------------------+----------+
| Amazon Linux AMI 2: CVE-2021-46915: Security patch for kernel (Multiple Advisories) | February 27, 2024 |    4     |
+-------------------------------------------------------------------------------------+-------------------+----------+"
"+--------------------------------------------------------------------------------------------------------+-------------------+----------+
|                                             Vulnerability                                              |   Published Date  | Severity |
+--------------------------------------------------------------------------------------------------------+-------------------+----------+
| FreeBSD: VID-31BB1B8D-D6DC-11EE-86BB-A8A1599412C6 (CVE-2024-1938): chromium -- multiple security fixes | February 27, 2024 |    4     |
+--------------------------------------------------------------------------------------------------------+-------------------+----------+"
"+--------------------------------------------------------------------------------------------------------+-------------------+----------+
|                                             Vulnerability                                              |   Published Date  | Severity |
+--------------------------------------------------------------------------------------------------------+-------------------+----------+
| FreeBSD: VID-31BB1B8D-D6DC-11EE-86BB-A8A1599412C6 (CVE-2024-1939): chromium -- multiple security fixes | February 27, 2024 |    4     |
+--------------------------------------------------------------------------------------------------------+-------------------+----------+"
